track_name,artist,album,release_date,duration_ms,popularity,spotify_url
Renegade (feat. Taylor Swift),Big Red Machine,Renegade (feat. Taylor Swift),2021-07-02,254466,1,https://open.spotify.com/track/1aU1wpYBSpP0M6IiihY5Ue
cardigan,Taylor Swift,folklore,2020-07-24,239560,84,https://open.spotify.com/track/4R2kfaDFhslZEMJqAFNpdd
exile (feat. Bon Iver),Taylor Swift,folklore,2020-07-24,285634,78,https://open.spotify.com/track/4pvb0WLRcMtbPGmtejJJ6y
betty,Taylor Swift,folklore,2020-07-24,294521,70,https://open.spotify.com/track/5kI4eCXXzyuIUXjQra0Cxi
this is me trying,Taylor Swift,folklore,2020-07-24,195097,75,https://open.spotify.com/track/7kt9e9LFSpN1zQtYEl19o1
the 1,Taylor Swift,folklore,2020-07-24,210251,74,https://open.spotify.com/track/0Jlcvv8IykzHaSmj49uNW8
the last great american dynasty,Taylor Swift,folklore,2020-07-24,230999,68,https://open.spotify.com/track/2Eeur20xVqfUoM3Q7EFPFt
my tears ricochet,Taylor Swift,folklore,2020-07-24,255893,80,https://open.spotify.com/track/1MgV7FIyNxIG7WzMRJV5HC
mirrorball,Taylor Swift,folklore,2020-07-24,208977,73,https://open.spotify.com/track/0ZNU020wNYvgW84iljPkPP
seven,Taylor Swift,folklore,2020-07-24,208906,69,https://open.spotify.com/track/6KJqZcs9XDgVck7Lg9QOTC
illicit affairs,Taylor Swift,folklore,2020-07-24,190898,75,https://open.spotify.com/track/2NmsngXHeC1GQ9wWrzhOMf
invisible string,Taylor Swift,folklore,2020-07-24,252880,73,https://open.spotify.com/track/6VsvKPJ4xjVNKpI8VVZ3SV
mad woman,Taylor Swift,folklore,2020-07-24,237258,65,https://open.spotify.com/track/2QDyYdZyhlP2fp79KZX8Bi
epiphany,Taylor Swift,folklore,2020-07-24,289749,63,https://open.spotify.com/track/08fa9LFcFBTcilB3iq2e2A
peace,Taylor Swift,folklore,2020-07-24,234000,65,https://open.spotify.com/track/7MbT4I8qGntX4fMdqMQgke
hoax,Taylor Swift,folklore,2020-07-24,220042,65,https://open.spotify.com/track/6MWoRt97mnSTXZhu3ggi9C
cardigan - cabin in candlelight version,Taylor Swift,cardigan (cabin in candlelight version),2020-07-30,228000,53,https://open.spotify.com/track/2hmafYGj1CXYKIYcMnX4lj
the lakes - bonus track,Taylor Swift,folklore (deluxe version),2020-08-18,211813,65,https://open.spotify.com/track/0eFQWVz0qIxDOvhLpZ40P7
Love Story (Taylor’s Version),Taylor Swift,Love Story (Taylor’s Version),2021-02-12,235766,77,https://open.spotify.com/track/3CeCwYWvdfXbZLXFhBrbnf
Fearless (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),2021-04-09,241591,75,https://open.spotify.com/track/77sMIMlNaSURUAXq5coCxE
Fifteen (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),2021-04-09,294419,64,https://open.spotify.com/track/2nqio0SfWg6gh2eCtfuMa5
Love Story (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),2021-04-09,235766,77,https://open.spotify.com/track/6YvqWjhGD8mB5QXcbcUKtx
Hey Stephen (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),2021-04-09,254254,64,https://open.spotify.com/track/550erGcdD9n6PnwxrvYqZT
White Horse (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),2021-04-09,234515,68,https://open.spotify.com/track/5YL553x8sHderRBDlm3NM3
You Belong With Me (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),2021-04-09,231124,81,https://open.spotify.com/track/1qrpoAMXodY6895hGKoUpA
Breathe (feat. Colbie Caillat) (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),2021-04-09,263377,62,https://open.spotify.com/track/7HC7R2D8WjXVcUHJyEGjRs
Tell Me Why (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),2021-04-09,200575,60,https://open.spotify.com/track/0k0vFacOHNuArLWMiH60p7
You’re Not Sorry (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),2021-04-09,261842,63,https://open.spotify.com/track/6iiAfo4wTA2CVC3Uwx9uh8
The Way I Loved You (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),2021-04-09,243136,75,https://open.spotify.com/track/22bPsP2jCgbLUvh82U0Z3M
Forever & Always (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),2021-04-09,225328,66,https://open.spotify.com/track/1msEuwSBneBKpVCZQcFTsU
The Best Day (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),2021-04-09,245290,60,https://open.spotify.com/track/6ON9UuIq49xXY9GPmHIYRp
Change (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),2021-04-09,279359,59,https://open.spotify.com/track/3ExweHKZF9B752DPQByRVT
Jump Then Fall (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),2021-04-09,237580,61,https://open.spotify.com/track/2m3ObD945KvpE5y9A1eUWm
Untouchable (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),2021-04-09,312107,62,https://open.spotify.com/track/0tQ9vBYpldCuikPsbgOVKA
Forever & Always (Piano Version) (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),2021-04-09,267833,60,https://open.spotify.com/track/01QdEx6kFr78ZejhQtWR5m
Come In With The Rain (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),2021-04-09,237338,58,https://open.spotify.com/track/1n2wszmJyVkw6FHqyLnQsY
Superstar (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),2021-04-09,263865,58,https://open.spotify.com/track/51A8eKvvZz9uydvIZ7xRSV
The Other Side Of The Door (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),2021-04-09,238443,63,https://open.spotify.com/track/1cSFlSBdpT4F5vb1frQ231
Today Was A Fairytale (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),2021-04-09,241822,61,https://open.spotify.com/track/2JoJrsEV15OzbijS47lids
You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),Taylor Swift,Fearless (Taylor's Version),2021-04-09,220839,59,https://open.spotify.com/track/4CHpVfAhuxNJ3ibExe6kxO
Mr. Perfectly Fine (Taylor’s Version) (From The Vault),Taylor Swift,Fearless (Taylor's Version),2021-04-09,277591,69,https://open.spotify.com/track/2CYVETnhM9aytqrazYYwrK
We Were Happy (Taylor’s Version) (From The Vault),Taylor Swift,Fearless (Taylor's Version),2021-04-09,244236,60,https://open.spotify.com/track/34V9RiEPe8MNdU32qJsJa1
That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault),Taylor Swift,Fearless (Taylor's Version),2021-04-09,189495,62,https://open.spotify.com/track/7eResoqEJJAVTkQYSqvO3P
Don’t You (Taylor’s Version) (From The Vault),Taylor Swift,Fearless (Taylor's Version),2021-04-09,208608,62,https://open.spotify.com/track/4uuEGH5SVuzkkSFjo2DEiY
Bye Bye Baby (Taylor’s Version) (From The Vault),Taylor Swift,Fearless (Taylor's Version),2021-04-09,242157,60,https://open.spotify.com/track/4qUijfYU8EoIWiY6oSyrgT
willow,Taylor Swift,evermore,2020-12-10,214706,68,https://open.spotify.com/track/3Uo7WG0vmLQ07WB4BDwy7D
willow - moonlit witch version,Taylor Swift,willow (moonlit witch version),2020-12-16,208866,43,https://open.spotify.com/track/5XkJj6sV2XLMaURdmdXgNx
willow - lonely witch version,Taylor Swift,willow (lonely witch version),2020-12-15,214653,49,https://open.spotify.com/track/0U0etHtpARihOUUY8Akc7y
willow - dancing witch version (Elvira remix),Taylor Swift,willow [dancing witch version (Elvira remix)],2020-12-13,184819,54,https://open.spotify.com/track/2NnrAdjE9cPdMklonMBuAv
champagne problems,Taylor Swift,evermore,2020-12-10,244000,56,https://open.spotify.com/track/6rap8NpGq8LDcVaJWkKFPn
gold rush,Taylor Swift,evermore,2020-12-10,185320,47,https://open.spotify.com/track/2ZTKWFG6OtHI3ewy9OGNOY
‘tis the damn season,Taylor Swift,evermore,2020-12-10,229840,51,https://open.spotify.com/track/4GBkffrtA51p17JH35irGA
tolerate it,Taylor Swift,evermore,2020-12-10,245440,49,https://open.spotify.com/track/1t2M7UYoUpmhfZNMBsymJr
"no body, no crime (feat. HAIM)",Taylor Swift,evermore,2020-12-10,215626,60,https://open.spotify.com/track/6NriykdkRrjQMZo1sfVYUo
happiness,Taylor Swift,evermore,2020-12-10,315146,44,https://open.spotify.com/track/0EFdoyXHpRHhEmsOlQhIXO
dorothea,Taylor Swift,evermore,2020-12-10,225880,56,https://open.spotify.com/track/3w9VRlKPvNxj40RdUGRweH
coney island (feat. The National),Taylor Swift,evermore,2020-12-10,275320,56,https://open.spotify.com/track/4tyX1rw9X309WkEdh2As4B
ivy,Taylor Swift,evermore,2020-12-10,260440,48,https://open.spotify.com/track/7tXMHAFEOzcUaUQqovRGho
cowboy like me,Taylor Swift,evermore,2020-12-10,275040,48,https://open.spotify.com/track/3qy4znWySY3rwzS2vHDOeg
long story short,Taylor Swift,evermore,2020-12-10,215920,59,https://open.spotify.com/track/0vVMlbdYx2080Oa9FndPZr
marjorie,Taylor Swift,evermore,2020-12-10,257773,65,https://open.spotify.com/track/7vBNFh3NIZTj6tB5s1IBjE
closure,Taylor Swift,evermore,2020-12-10,180653,51,https://open.spotify.com/track/3uayvzcbqFydIbgUeC6EJh
evermore (feat. Bon Iver),Taylor Swift,evermore,2020-12-10,304106,64,https://open.spotify.com/track/0AaV4MJrgmLV3XhoiWXjjb
the 1 - the long pond studio sessions,Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,219893,52,https://open.spotify.com/track/08J4bMHbILkwSIhbtrcvjN
cardigan - the long pond studio sessions,Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,230680,55,https://open.spotify.com/track/3EPgWM1zfTSzEc0z4AwWTM
the last great american dynasty - the long pond studio sessions,Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,232346,50,https://open.spotify.com/track/28tIMaewZuGR8urkvFhQyA
exile (feat. Bon Iver) - the long pond studio sessions,Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,279893,52,https://open.spotify.com/track/7N015NTIWGjQDddHUdHPoO
my tears ricochet - the long pond studio sessions,Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,295173,55,https://open.spotify.com/track/5mdNyCS7ttVcAyVYOIFEjs
mirrorball - the long pond studio sessions,Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,237373,52,https://open.spotify.com/track/2yceD2hx5HhOLgkm1CITCi
seven - the long pond studio sessions,Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,208986,50,https://open.spotify.com/track/4cOWq0cVsKjxaQpRMbDoH1
august - the long pond studio sessions,Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,260000,53,https://open.spotify.com/track/4MGexoZc12lqE0hYkq9YYx
this is me trying - the long pond studio sessions,Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,209293,54,https://open.spotify.com/track/1gaLZjPrDnHQWJds2Jg4KT
illicit affairs - the long pond studio sessions,Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,183720,51,https://open.spotify.com/track/560uQyz3p5G9WdnMX39xc6
invisible string - the long pond studio sessions,Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,257359,50,https://open.spotify.com/track/5KByGq0JijSSDcy0qzuINs
mad woman - the long pond studio sessions,Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,238333,49,https://open.spotify.com/track/04xrhDrQ2WOW8GLwu7kbc0
epiphany - the long pond studio sessions,Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,274880,49,https://open.spotify.com/track/4yyKppX85ZkmlGOC2toBZA
betty - the long pond studio sessions,Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,290040,50,https://open.spotify.com/track/1mh5dObNoOvCfHmXnhvDEK
peace - the long pond studio sessions,Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,214373,49,https://open.spotify.com/track/4YHHz3VIXgNDGdoL9xC1tx
hoax - the long pond studio sessions,Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,221800,50,https://open.spotify.com/track/0QTBsdoJhamY3Aid3fOsOd
the lakes - the long pond studio sessions,Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,199733,52,https://open.spotify.com/track/6mqyTq948oap5AkyTsd6XF
Daylight - Live From Paris,Taylor Swift,Daylight (Live From Paris),2020-05-17,262320,55,https://open.spotify.com/track/7ryS0xBZNYjQqql34GCkDp
Cornelia Street - Live From Paris,Taylor Swift,Cornelia Street (Live From Paris),2020-05-18,296013,59,https://open.spotify.com/track/3fGnrtrtL1IHSX9t4DKOYf
the 1 - the long pond studio sessions,Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,219893,52,https://open.spotify.com/track/08J4bMHbILkwSIhbtrcvjN
hoax - the long pond studio sessions,Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,221800,50,https://open.spotify.com/track/0QTBsdoJhamY3Aid3fOsOd
The Man,Taylor Swift,Lover,2019-08-23,190360,79,https://open.spotify.com/track/3RauEVgRgj1IuWdJ9fDs70
I Forgot That You Existed,Taylor Swift,Lover,2019-08-23,170640,70,https://open.spotify.com/track/43rA71bccXFGD4C8GOpIlN
Lover,Taylor Swift,Lover,2019-08-23,221306,85,https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI
The Man,Taylor Swift,Lover,2019-08-23,190360,79,https://open.spotify.com/track/3RauEVgRgj1IuWdJ9fDs70
The Archer,Taylor Swift,Lover,2019-08-23,211240,75,https://open.spotify.com/track/3pHkh7d0lzM2AldUtz2x37
I Think He Knows,Taylor Swift,Lover,2019-08-23,173386,70,https://open.spotify.com/track/2YWtcWi3a83pdEg3Gif4Pd
Miss Americana & The Heartbreak Prince,Taylor Swift,Lover,2019-08-23,234146,75,https://open.spotify.com/track/214nt20w5wOxJnY462klLw
Paper Rings,Taylor Swift,Lover,2019-08-23,222400,77,https://open.spotify.com/track/4y5bvROuBDPr5fuwXbIBZR
Cornelia Street,Taylor Swift,Lover,2019-08-23,287266,73,https://open.spotify.com/track/12M5uqx0ZuwkpLp5rJim1a
Death By A Thousand Cuts,Taylor Swift,Lover,2019-08-23,198533,71,https://open.spotify.com/track/2dgFqt3w9xIQRjhPtwNk3D
London Boy,Taylor Swift,Lover,2019-08-23,190240,72,https://open.spotify.com/track/1LLXZFeAHK9R4xUramtUKw
Soon You’ll Get Better (feat. The Chicks),Taylor Swift,Lover,2019-08-23,201586,65,https://open.spotify.com/track/4AYtqFyFbX0Xkc2wtcygTr
False God,Taylor Swift,Lover,2019-08-23,200306,72,https://open.spotify.com/track/5hQSXkFgbxjZo9uCwd11so
You Need To Calm Down,Taylor Swift,Lover,2019-08-23,171360,77,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5
Afterglow,Taylor Swift,Lover,2019-08-23,223293,74,https://open.spotify.com/track/1SymEzIT3H8UZfibCs3TYi
ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,Lover,2019-08-23,193000,74,https://open.spotify.com/track/2Rk4JlNc2TPmZe2af99d45
It’s Nice To Have A Friend,Taylor Swift,Lover,2019-08-23,150440,64,https://open.spotify.com/track/1SmiQ65iSAbPto6gPFlBYm
Daylight,Taylor Swift,Lover,2019-08-23,293453,79,https://open.spotify.com/track/1fzAuUVbzlhZ1lJAx9PtY6
Lover - First Dance Remix,Taylor Swift,Lover (First Dance Remix),2019-11-26,233466,53,https://open.spotify.com/track/2msvOEbkK50foYf9BMXr2X
You Need To Calm Down - Clean Bandit Remix,Taylor Swift,You Need To Calm Down (Clean Bandit Remix),2019-08-20,152773,46,https://open.spotify.com/track/7Bjf96uNizpvXLvNyOJpst
ME! - Live From Paris,Taylor Swift,ME! (Live From Paris),2020-05-17,213026,46,https://open.spotify.com/track/5fOV54t6mMYv3H9CsnvU81
The Archer - Live From Paris,Taylor Swift,The Archer (Live From Paris),2020-05-17,210960,50,https://open.spotify.com/track/2fgiBCtbWo8pijF6M7pN1i
Death By A Thousand Cuts - Live From Paris,Taylor Swift,Death By A Thousand Cuts (Live From Paris),2020-05-17,199066,54,https://open.spotify.com/track/3oF7Or7T35yhQbGxbCGvRX
Cornelia Street - Live From Paris,Taylor Swift,Cornelia Street (Live From Paris),2020-05-18,296013,59,https://open.spotify.com/track/3fGnrtrtL1IHSX9t4DKOYf
The Man - Live From Paris,Taylor Swift,The Man (Live From Paris),2020-02-18,219385,48,https://open.spotify.com/track/7FKbTRXXIWVFQmPH8zGfU0
Daylight - Live From Paris,Taylor Swift,Daylight (Live From Paris),2020-05-17,262320,55,https://open.spotify.com/track/7ryS0xBZNYjQqql34GCkDp
You Need To Calm Down - Live From Paris,Taylor Swift,You Need To Calm Down (Live From Paris),2020-05-17,203960,47,https://open.spotify.com/track/36a08nLG1xazGaaVKK0vv7
Lover - Live From Paris,Taylor Swift,Lover (Live From Paris),2020-05-17,229733,49,https://open.spotify.com/track/4lD3RXyvHpJsM3BhIEC4aA
Only The Young - Featured in Miss Americana,Taylor Swift,Only The Young (Featured in Miss Americana),2020-01-31,157507,61,https://open.spotify.com/track/2slqvGLwzZZYsT4K4Y1GBC
Lover (Remix) [feat. Shawn Mendes],Taylor Swift,Lover (Remix) [feat. Shawn Mendes],2019-11-13,221306,66,https://open.spotify.com/track/3i9UVldZOE0aD0JnyfAZZ0
"Beautiful Ghosts - From The Motion Picture Soundtrack ""Cats""",Taylor Swift,"Beautiful Ghosts (From The Motion Picture ""Cats"")",2019-11-15,261061,0,https://open.spotify.com/track/6PPbs1c7f7Ove5JHUPmNZ2
Christmas Tree Farm,Taylor Swift,Christmas Tree Farm,2019-12-06,228026,61,https://open.spotify.com/track/2mvabkN1i2gLnGAPUVdwek
...Ready For It?,Taylor Swift,reputation,2017-11-10,208186,79,https://open.spotify.com/track/2yLa0QULdQr0qAIvVwN6B5
Blank Space,Taylor Swift,1989 (Deluxe Edition),2014-10-27,231826,49,https://open.spotify.com/track/2sC2P3BN0IXujNaaSyDmtP
Bad Blood,Taylor Swift,Bad Blood,2015-05-17,200106,66,https://open.spotify.com/track/6xsEAm6w9oMQYYg3jkEkMT
Shake It Off,Taylor Swift,1989 (Deluxe Edition),2014-10-27,219200,50,https://open.spotify.com/track/3fthfkkvy9av3q3uAGVf7U
You Belong With Me,Taylor Swift,Fearless Platinum Edition,2008-11-11,231146,48,https://open.spotify.com/track/3as6Wz3mwbTnusWhZjTUNr
Mean,Taylor Swift,Speak Now (Deluxe Edition),2010-10-25,237733,44,https://open.spotify.com/track/4N60XfcTE1ysLZGbYgnYXq
End Game,Taylor Swift,reputation,2017-11-10,244826,73,https://open.spotify.com/track/2x0WlnmfG39ZuDmstl9xfX
The Story Of Us,Taylor Swift,Speak Now (Deluxe Edition),2010-10-25,265666,41,https://open.spotify.com/track/19tHCfzUSoy5HkpxcmbA0A
Style,Taylor Swift,1989 (Deluxe Edition),2014-10-27,231000,53,https://open.spotify.com/track/1fo2ctLqj3zBhRQKOXprol
Speak Now,Taylor Swift,Speak Now (Deluxe Edition),2010-10-25,240760,40,https://open.spotify.com/track/1nYWTzy5zu3zEPNgB1sItW
Out Of The Woods,Taylor Swift,1989 (Deluxe Edition),2014-10-27,235800,46,https://open.spotify.com/track/6Nde5KuTXyB7jlPO4upaBo
Wildest Dreams,Taylor Swift,1989 (Deluxe Edition),2014-10-27,220440,47,https://open.spotify.com/track/106R7Z57WYzBAfrXImV30y
Love Story,Taylor Swift,Fearless Platinum Edition,2008-11-11,235280,48,https://open.spotify.com/track/0kN3oXYWWAk1uC0y2WoyOE
I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN,Fifty Shades Darker (Original Motion Picture Soundtrack),2017-02-10,245653,69,https://open.spotify.com/track/2y5aJvzXhHPA94U5GFAcXe
Picture To Burn,Taylor Swift,Taylor Swift,2006-10-24,173066,64,https://open.spotify.com/track/32mVHdy0bi1XKgr0ajsBlG
Ours,Taylor Swift,Speak Now (Deluxe Edition),2010-10-25,237920,45,https://open.spotify.com/track/1EQn3Uc5AyUXoiPLeyCrrg
White Horse,Taylor Swift,Fearless Platinum Edition,2008-11-11,234440,38,https://open.spotify.com/track/4jPtq9shRdUv8Zjr0a5xkD
Look What You Made Me Do,Taylor Swift,reputation,2017-11-10,211853,80,https://open.spotify.com/track/1P17dC1amhFzptugyAO7Il
Mine,Taylor Swift,Speak Now (Deluxe Edition),2010-10-25,230706,43,https://open.spotify.com/track/6LZaxlycSWrJZ4Volb25qx
Delicate,Taylor Swift,reputation,2017-11-10,232253,80,https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf
Our Song,Taylor Swift,Taylor Swift,2006-10-24,201106,69,https://open.spotify.com/track/15DeqWWQB4dcEWzJg15VrN
Fearless,Taylor Swift,Fearless Platinum Edition,2008-11-11,242000,39,https://open.spotify.com/track/3F6czr26ZwGU5O5CHY04Ma
Sparks Fly,Taylor Swift,Speak Now (Deluxe Edition),2010-10-25,260933,44,https://open.spotify.com/track/1q8E1FfFuhd12c5JcJwPxQ
Should've Said No,Taylor Swift,Taylor Swift,2006-10-24,242200,61,https://open.spotify.com/track/16MVSD0mGI4RMQT83Qzm69
Fifteen,Taylor Swift,Fearless Platinum Edition,2008-11-11,294346,38,https://open.spotify.com/track/3M0w3fhdXByHLCNAoi5c9G
Getaway Car,Taylor Swift,reputation,2017-11-10,233626,77,https://open.spotify.com/track/0VE4kBnHJUgtMf0dy6DRmW
Today Was A Fairytale - US Version,Taylor Swift,Today Was A Fairytale,2010-01-01,241813,38,https://open.spotify.com/track/1P5QpwOgXJuoVTm3CWbnLY
Back To December,Taylor Swift,Speak Now (Deluxe Edition),2010-10-25,293026,44,https://open.spotify.com/track/7lxADouiWFkwR7ZV2GKUcH
Safe & Sound - from The Hunger Games Soundtrack,Taylor Swift,The Hunger Games: Songs From District 12 And Beyond,2012-01-01,240066,61,https://open.spotify.com/track/0z9UVN8VBHJ9HdfYsOuuNf
Tim McGraw,Taylor Swift,Taylor Swift,2006-10-24,232106,61,https://open.spotify.com/track/0Om9WAB5RS09L80DyOfTNa
Gorgeous,Taylor Swift,reputation,2017-11-10,209680,75,https://open.spotify.com/track/1ZY1PqizIl78geGM4xWlEA
I Did Something Bad,Taylor Swift,reputation,2017-11-10,238253,74,https://open.spotify.com/track/4svZDCRz4cJoneBpjpx8DJ
Don’t Blame Me,Taylor Swift,reputation,2017-11-10,236413,83,https://open.spotify.com/track/1R0a2iXumgCiFb7HEZ7gUE
So It Goes...,Taylor Swift,reputation,2017-11-10,227906,68,https://open.spotify.com/track/5PxFv9yJEg9dxvbZggykro
King Of My Heart,Taylor Swift,reputation,2017-11-10,214320,72,https://open.spotify.com/track/7HuBDWi18s4aJM8UFnNheH
Dancing With Our Hands Tied,Taylor Swift,reputation,2017-11-10,211506,71,https://open.spotify.com/track/7I7JbDv63ZJJsSi24DyJrz
Dress,Taylor Swift,reputation,2017-11-10,230373,75,https://open.spotify.com/track/6oVxXO5oQ4pTpO8RSnkzvv
This Is Why We Can't Have Nice Things,Taylor Swift,reputation,2017-11-10,207133,68,https://open.spotify.com/track/07NxDD1iKCHbAldceD7QLP
Call It What You Want,Taylor Swift,reputation,2017-11-10,203506,75,https://open.spotify.com/track/1GwMQaZz6Au3QLDbjbMdme
New Year’s Day,Taylor Swift,reputation,2017-11-10,235466,70,https://open.spotify.com/track/7F5oktn5YOsR9eR5YsFtqb
Welcome To New York,Taylor Swift,1989 (Deluxe Edition),2014-10-27,212600,47,https://open.spotify.com/track/33Kq0AT5rvwyE4azisG08x
All You Had To Do Was Stay,Taylor Swift,1989 (Deluxe Edition),2014-10-27,193293,44,https://open.spotify.com/track/0lmMtDQ2ElasKU2qDAE6NN
I Wish You Would,Taylor Swift,1989 (Deluxe Edition),2014-10-27,207440,47,https://open.spotify.com/track/1B5VzXPqMlvRw0U4HJY3dJ
Bad Blood,Taylor Swift,1989 (Deluxe Edition),2014-10-27,211933,46,https://open.spotify.com/track/0yN4fNzmVnmgC0dsOoi9Wh
How You Get The Girl,Taylor Swift,1989 (Deluxe Edition),2014-10-27,247533,49,https://open.spotify.com/track/6wfugRLamFsTRbPcCpNnP7
This Love,Taylor Swift,1989 (Deluxe Edition),2014-10-27,250093,44,https://open.spotify.com/track/1kTPQnabROVkW9bUXdCGrB
I Know Places,Taylor Swift,1989 (Deluxe Edition),2014-10-27,195706,46,https://open.spotify.com/track/2zfgVd034GlUvk7LqBHl6u
Clean,Taylor Swift,1989 (Deluxe Edition),2014-10-27,271000,50,https://open.spotify.com/track/4bXCcoesMt8u99xMsbLr9U
Wonderland,Taylor Swift,1989 (Deluxe Edition),2014-10-27,245560,50,https://open.spotify.com/track/6iWMI5oOhWrDbLbjmwTWFq
You Are In Love,Taylor Swift,1989 (Deluxe Edition),2014-10-27,267106,51,https://open.spotify.com/track/4A2LfnduSTsE8u0ecYROxE
New Romantics,Taylor Swift,1989 (Deluxe Edition),2014-10-27,230466,58,https://open.spotify.com/track/6rZVy6FIG7lSJQMFXHo12z
Dear John,Taylor Swift,Speak Now (Deluxe Edition),2010-10-25,403920,46,https://open.spotify.com/track/1ubvV5ECkm6nSI6g1HmbBK
Never Grow Up,Taylor Swift,Speak Now (Deluxe Edition),2010-10-25,290466,46,https://open.spotify.com/track/74WBGgUnpKrJXt6TETfR6Z
Enchanted,Taylor Swift,Speak Now (Deluxe Edition),2010-10-25,352186,44,https://open.spotify.com/track/14LtANuaslKWyYbktUrHBU
Better Than Revenge,Taylor Swift,Speak Now (Deluxe Edition),2010-10-25,217160,53,https://open.spotify.com/track/1By2VQkUN0Frd8mKNV5NYC
Innocent,Taylor Swift,Speak Now (Deluxe Edition),2010-10-25,302253,36,https://open.spotify.com/track/3kfgJql90tzgoxByioAMXR
Haunted,Taylor Swift,Speak Now (Deluxe Edition),2010-10-25,242080,44,https://open.spotify.com/track/11UaQaEp2LvdspTyyuE3ur
Last Kiss,Taylor Swift,Speak Now (Deluxe Edition),2010-10-25,367133,41,https://open.spotify.com/track/1D27z8xNzjW0Mwwt1NCWhJ
Long Live,Taylor Swift,Speak Now (Deluxe Edition),2010-10-25,317453,41,https://open.spotify.com/track/7DjCRhhFo9PPzca1BjMLcf
If This Was A Movie,Taylor Swift,Speak Now (Deluxe Edition),2010-10-25,234546,42,https://open.spotify.com/track/0vvt4IZOMkRug195S4MUq0
Superman,Taylor Swift,Speak Now (Deluxe Edition),2010-10-25,275960,37,https://open.spotify.com/track/2R7C9dDqv1UPycvepBFziA
Back To December - Acoustic,Taylor Swift,Speak Now (Deluxe Edition),2010-10-25,292560,42,https://open.spotify.com/track/6IH2Z54gYPLqgJtxZjX80i
Haunted - Acoustic Version,Taylor Swift,Speak Now (Deluxe Edition),2010-10-25,217613,41,https://open.spotify.com/track/62rlxI6g2PNaWsHoiRryto
Mine - POP Mix,Taylor Swift,Speak Now (Deluxe Edition),2010-10-25,230333,37,https://open.spotify.com/track/0fAbfDiuQiUwV7FUcFfRGY
Jump Then Fall,Taylor Swift,Fearless Platinum Edition,2008-11-11,237066,38,https://open.spotify.com/track/08gavXombT6KR0af88i9tA
